Indonesia,label
"alhamdulillah, pak cacuk sudarijanto juga dinobatkan sebagai banker terbaik bank dengan aset di bawah rp 1 triliun dan berada di peringkat ketiga.",0
tulis nomor kamar Anda dan tanda tangan di sini.,0
sahara duduk di tengah.,1
Saya akan datang untuk menemui Anda pukul sepuluh pada hari Jumat.,1
"dalam rapat yang digagas pak isa dan menghadirkan kami dari pihak universitas, departemen kesehatan, serta direktur rscm, akhirnya diputuskan bahwa departemen kesehatan mengabulkan rencana kami membangun gedung khusus perawatan pasien talasemia.",1
pendekatan ini diam diam kami sebarkan pada seluruh teman sekelas,1
"yang lainnya, saya minta agar semua karyawan dan manajemen bisa segera pindah kantor secepatnya dari gedung dharmala dan bergabung di gedung trans tv.",0
tidaklah ananda sering mendengar di berbagai upacara petugas sering mengucap doa,1
"Jika suatu waktu saya datang lagi ke sini, saya akan tinggal di hotel ini lagi.",0
jalan raya di kampung ini panas menggelegak dan ingar bingar oleh suara logam yang saling beradu ketika truk lalu—lalang,0
"kami ingin indonesia bisa menjadi lebih baik, bukan hanya satu tahapan, melainkan berkelanjutan dan tidak pernah putus, maka kami pilih transformasi.",1
Saya ingin beberapa penghilang cat kuku.,2
Saya ingin pergi.,0
Dapatkah Anda memeriksa ini?,1
aku melihat wajah nakhoda yang sudah berpengalaman itu dan jelas sekali ia cemas.,1
Saya ingin memesan penerbangan untuk kelas bisnis.,2
Apakah yang dimaksud dengan usus buntu?,0
"singkat cerita, semua meminta bantuan saya mencetak beragam diktat.",0
tuhan menghendaki agar saya mengembangkan perusahaan lebih besar agar bisa menampung tenaga kerja lebih banyak dan memberikan kemaslahatan kepada orang banyak.,0
biasanya setelah itu aku tergoda untuk menjawab agak ragu ragu canggung dan kurang yakin sehingga sering sekali salah lalu lintang membetulkan jawabanku,0
"pernah suatu waktu, suku bunga pinjaman antarbank mencapai 300 persen.",0
Silahkan mengisi kartu formulir pendaratan dan bea cukai ini.,0
"dulu islam sangat jaya dari segi keduniaan, khususnya pada era otoman turki, menguasai sebagian besar dunia.",0
Saya Manou. Saya sudah membuat pemesanan untuk delapan kamar.,0
Bisakah Anda mengantarkan saya ke stasiun dalam lima belas menit?,0
Anda akan mendapatkannya di pintu gerbang.,1
"selain menyampaikan kabar baik, saya juga harus memberi tahu orang tua besarnya uang kuliah di fkg-ui.",0
dia lebih kelihatan seperti pejabat kantoran di pn daripada anak sekolahan,1
tapi agaknya bukan hanya ayahku yang gentar,2
perhitungan tentang bonus demografi seperti yang dilontarkan prof.,1
"Permisi, koper saya hilang. Saya datang dengan penerbangan ABC nol nol tujuh.",2
tetapi saya meminta manajemen baru untuk memperketat pengeluaran.,2
saya yakin pada tahun 2030 pendapatan masyarakat indonesia akan melebihi proyeksi yang dibuat yif tahun 2007.,2
bentuk daunnya cekung sehingga dapat menampung embun untuk burung burung minum,0
Dia masih seorang siswa SMA. Kenapa ia harus belajar begitu keras?,1
"Tolong, saya ingin sebuah jam alarm.",0
"tidak adakah yang akan memujinya ""hebať"" karena telah berhasil mengusir dua dementor seorang diri?",1
asyik juga melihat dilema yang dihadapi dudley mengejeknya memandangnya tak berdaya membalas,1
tidak hanya menggunakan tapi juga mampu menjelaskan hubungan keduanya dalam tabel logaritma,1
pada musim hujan ia semakin semarak,0
"setelah bank kosa, saya kemudian menjajaki bank guna.",0
"di bulan juli yang indah, sendirian di kebun kutulis puisi untuk a ling.",2
"Bagus. Saya dapat tempat duduk dekat jendela. Eh, jika Anda ingin menukar kursi tidak bisa",2
Saya ingin menunjukkan bahwa pemerintah kita telah memperlakukan manusia-perahu secara tidak adil,2
"saya coba lihat dan perhatikan detail antara satu unit satu dan lainnya dalam grup internal, ditemukan sebuah kenyataan mengejutkan bahwa di setiap perusahaan tersebut seolah masing-masing kerjaan yang satu sama lain tidak mau dan tidak bisa untuk saling bekerja sama untuk menghasilkan sesuatu yang jauh lebih besar.",0
Semoga liburan Anda menyenangkan.,0
Dapatkah saya memilih ini?,0
"semakin jauh, jalur pemukiman penduduk semakin menyebar membentuk dua arah.",2
tahun 2011 bank mega sudah masuk jajaran 12 besar perbankan indonesia dengan aset sebesar rp 62 triliun.,0
dengan semringah saya datangi kampus untuk menyelesaikan semua proses administrasi.,2
Tolong beri saya satu botol wiski.,0
siapapun yang memiliki peran dalam penindasan ini akan mati satu per satu,0
sebaliknya bagiku pagi itu adalah pagi yang tidak terlupakan sampai puluhan tahun mendatang,0
wajah manisnya senantiasa bersinar walaupun baju celana dan sandal cunghai nya buruknya minta ampun,1
"asal jangan kau hilangkan lagi kapur-kapur itu, perlu kau tahu, kapur itu dibeli dari uang sumbangan.",1
agar lebih praktis tidak jarang baskom kecil nasi langsung digunakan sebagai piring,0
terdapat begitu banyak tambang seolah tinggal ambil.,2
"kata rendra, hadir dan mengalir. itulah air.",1
Sampai jumpa pada hari Rabu.,1
"beruntung lah orang tua saya tidak khawatir karena berprinsip biarlah laki-laki dan sudah besar, dia (saya) telah dianggap mampu mengurus diri sendiri, begitu kira-kira kata-kata bapak saya, abdul gafar tanjung, yang pernah saya dengar dan masih terngiang-ngiang diluar kepala.",0
"semuanya diam, flo juga diam.",1
air tersebut lantas diproses sedemikian rupa dan dikemas ke berbagai penjuru masyarakat lainnya.,2
waktu itu kami baru masuk hari pertama di kelas dua sd super,0
Tebak menuju siapa saya berlari ke kemarin?,0
"tapi, justru itu semua menjadi pemicu dan sejak itu saya bertekad untuk tidak meminta uang lagi kepada orang tua saya.",2
"Ini adalah bebas alkohol, sehingga Anda dapat tenang karena ada sedikit iritasi.",1
"Koper saya rusak. Tolong, saya butuh formulir klaim.",1
"sayang, beliau tidak menyetujui dengan alas an bahwa hal itu tidak mungkin dilakukan karena di luar rencana pengembangan rscm.",1
Dimana halte bus untuk ke Central Park?,0
Silakan pergi lurus ke depan.,0
Kapan mejanya tersedia?,0
"dia berbelok di sudut memasuki magnolia crescent; setengah jalan dia melewati gang sempit di sebelah garasi, tempat dia pertama kalinya melihat walinya",0
"toh, besaran harta tidak akan berguna di akhirat nanti, melainkan distribusi harta tersebut yang membawa manfaat bagi banyak orang.",1
Tolong bungkus itu.,2
Saya ingin bebas sepanjang waktu.,0
kiranya daya tarik mendaki gunung berkaitan langsung dengan fitrah manusia.,1
"Baiklah. Yah, terima kasih telah meluangkan begitu banyak waktu. Bisakah saya memesan dua hot",2
"sebagai guru olahraga, pak tikus sekaligus pelatih voli kami.",0
"paman vernon membuka mulut, menutupnya lagi, membukanya sekali lagi, menutupnya, kemudian, rupanya sedang berusaha mengingat bagaimana caranya bicara.",2
malaysia tidak bisa dianggap enteng.,1
"atas inisiatif kami, maupun acara formal dari sekolahh, beberapa kali diadakan kegiatan jalan-jalan: ke monas, planetarium di taman ismail marzuki, gelanggang samudera di ancol, dan lain-lain.",0
Apakah Anda tahu sekolah menyelam yang baik?,0
Kapan kereta berangkat ke Manchester?,0
Dia bukan orang yang tepat untuk masuk ke tempat seperti itu.,2
pemiliknya tidak ingin merubuhkannya karena tidak ingin berpisah dengan kenangan masa jaya atau karena tidak punya uang,2
"baru setelah reda sekitar pukul delapan malam, semua kru tanpa kecuali bekerja dalam gerakan sapu jagat.",0
Saya tidak mengerti bahasa Jerman sama sekali.,1
Apakah ada seseorang yang bisa berbicara Jepang?,0
Kamar saya terkunci dan kuncinya berada di dalam.,1
Bagaimana saya bisa sampai ke tempat ini?,2
"mendengar itu, sontak banyak ulama terenyak, sebagian tidak menerima tuduhan saya.",2
aku tahu beliau sedang gugup dan aku maklum bahwa tidak mudah bagi seorang pria berusia empat puluh tujuh tahun seorang buruh tambang yang beranak banyak dan bergaji kecil untuk menyerahkan anak laki lakinya ke sekolah,0
Haruskah saya menghindari beberapa jenis makanan saat menggunakan obat ini?,0
"semasa di smp, saya ikut berbagai kegiatan ekstrakulikuler, seperti pramuka, sepak bola, dan bola voli.",2
tak tahu apa yang merasuki kepala bapaknya yaitu a liong seorang kong hu cu sejati waktu mendaftarkan anak laki laki satu satunya itu ke sekolah islam puritan dan miskin,0
menyeruak di antara lumut kumpai membelah genangan setinggi dada seorang laki laki seram naik dari rawa,2
Tentu saja tidak. Silakan.,1
seperti yang dikatakan paman vernon dengan senang hati kepada siapa saja yang mau mendengarkan dudley baru baru ini menjadi juara tinju kelas berat junior antarsekolah di tenggara,0
Memiliki waktu yang baik.,1
"terpaksalah, saya kemudian mencari uang lagi, habis-habisan untuk menalangi kekurangannya sampai akhirnya habis hingga rp 400 miliar.",2
mataku terus memandang ke arah satu-satunya jalan yang menghubungkan kelenteng dengan pasar ikan.,2
aku tidak mengenal anak beranak itu,2
"dibandingkan saya, istri saya, anita, lebih sering berkunjung ke ctf.",2
Pintu mana yang harus saya tuju berikutnya?,1
jangan buat malu ah.,2
Seorang pria menabrak saya. Setelah itu saya menyadari dompet saya hilang.,0
situs berita pro kremlin melaporkan bahwa dubes karlov ditembak 11 kali,0
"Jika ada yang bisa saya lakukan untuk Anda, silahkan beritahu saya.",0
"begitulah ct, selalu ingat pada kawan lama.",0
"semua bekal semangat dan daya juang itu, selain dari keluarga, bisa jadi salah satunya merupakan hasil pendidkan dengan penekanan kedisiplinan yang saya peroleh dari sekolah katolik belanda, vanlith, mulai sd hingga smp.",2
Saya akan membeli (barang) ini jika saya jadi Anda.,1
"setelah proses transaksi selesai, kemudian pada hari senin, 31 mei 2010, saya segera memulai untuk mewujudkan cita-cita untuk bermitra dengan ukm.",2
model rambutnya seperti chairil anwar dan pakaiannya selalu rapi,1
Apakah Anda punya sesuatu yang lain?,0
"uang kembalian membeli tambang tadi lebih dari cukup untuk membayar pesanan kami semua, beberapa malah nambah.",2
"selain itu, ada asumsi bahwa saya hanya sekadar memutarkan uang salah satu orang terkaya di indonesia, bahkan hanya menjadi bonekanya.",2
Apakah ini satu dua tiga empat lima enam tujuh?,0
kemudian chiam mulai berhitung di atas secarik kertas.,0
sore hari kami menonton pertandinga sepak bola dan melewati pasar ketika pulang.,1
Dapatkan saya membayar dengan yen Jepang?,0
Dari pukul 3.,1
Saya membuat panggilan konfirmasi ulang dua hari lalu.,0
"tidak hanya itu, dalam setahun, empat kali kami habiskan waktu bersama untuk pergi umrah pada bulan maret, liburan sekolah pada bulan juni, libur lebaran, dan libur akhir tahun pada bulan desember.",0
"namun, proses hukumnya memakan waktu lebih dari satu tahun dan baru selesai per 31 maret 1996.",2
sekolah kampung ternyata dapat mengalahkan sekolah pn dalam karnaval.,0
Mari kita mendapatkan gigitan untuk makan.,1
sepeda laki adalah sebutan orang melayu untuk sepeda yang biasa dipakai kaum lelaki,1
"saya kerjakan dengan seksama, memastikan tidak ada yang terlewatkan dan tidak kebagian tempat duduk, hingga akhirnya melepas bus-bus tersebut meninggalkan halaman sekolah.",0
"Tidak, itu tidak termasuk pajak dan tagihan pelayanan.",1
karena aku masih kecil maka aku tidak dapat menembus kerumunan orang yang mengelilingi buaya itu,2
"harry memejamkan mata, langit malam kini jingga menyala",1
"pertimbangan lain, agar sebagian besar dari kami tidak perlu repot mencari alamat jika dilakukan di tempat lain.",0
harry merasa seakan memindahkan frustrasinya kepada sepupunya satu satunya saluran yang dimilikinya,0
"Baiklah. Dan bagaimana dengan Anda, Bu?",2
"meski gratis, saya urung mengikuti program tersebut karena saya berpikir bahwa praktik yang selama ini saya lakukan telah mencukupi, dan aplikasi atas berbagai teori tersebut telah saya lakukan lebih mendalam jauh hari sebelumnya.",0
"Oke, hanya sedikit. Oops - saya menjatuhkan garpu. Maafkan saya.",2
"Saya senang. Oh, itu pengumuman penerbangan saya.",1
Saya ingin naik bus ke Stasiun Penn. Yang mana yang harus saya naiki?,0
"hingga bapak meninggal pada 15 februari 2005, beliau adalah salah satu guru utama dalam masa awal kehidupan saya.",0
"jari jari dementor yang sedingin es sudah mencengkeram lehernya tawa melengking itu semakin lama semakin keras, dan ada suara yang berbicara dalam kepalanya,",0
"mulailah mega bank yang kemudian namanya diganti menjadi bank mega di bawah kepemimpinan pak cacuk, dari tahun 1996 hingga tahun 1999.",1
akhirnya bu lubis tidak bergeming dan mau juga datang ke jakarta dari medan.,0
Bisakah Anda memperbaiki lampu?,0
Ukuran ini.,0
"hampir setiap hari selalu ada korban kecelakaan yang diobati anita, yang berhubungan dengan urusan gigi dan mulut.",0
"dengan komposisi dewan pembina dan para pengurus baru tersebut, saya anggap merupakan sebuah formatur komplet dan kuat.",0
Berapa lama waktu yang dibutuhkan ke Jepang?,0
"dalam sesi perkuliahan selama enam bulan pertama, saya tidak pernah sekali pun absen.",0
Apakah Anda membaca buku-buku yang bagus baru-baru ini?,1
Apakah Anda ingin krim dan gula dalam kopi Anda?,0
"Jika demikian, Anda harus mengambil ukuran sepuluh sesuai standar Amerika.",2
"kami tidak ikut tawuran sama sekali bukan karna pengecut, apalagi takut.",1
kondisi masa kecil dan kehidupan keluarga itu yang kemudian membentuk karakter saya sekarang.,1
tapi jika melihat a kiong siapa pun akan maklum kenapa nasibnya berakhir di sd kampung ini,0
tiga puluh menit kami tampil serasa tiga puluh jam.,0
saya sendiri telah mengenal astra sejak tahun 1985 saat menyelenggarakan malam dana untuk talasemia.,0
Saya paham. Terima kasih.,1
Mari kita berbelanja dengan cepat.,1
Apakah ini khusus untuk kabupaten ini?,0
"terang saja, apa yang dia mau pasti saya kerjakan dengan hasil yang menurut dia sempurna.",1
Apakah bus ini menuju ke Hotel Sheraton?,0
"Hari Sabtu dan Minggu saya libur, tapi kadang-kadang saya bekerja lembur.",0
"sekitar lima menit setelah saya gebrak meja, lutfi kemudian mengusulkan agar dalam pelepasan tim thomas dan uber tanggal 5 mei nanti, ibu megawati sebagai presiden diundang ke lokasi pelatnas di cipayung, sekaligus pula merayakan ulang tahun pbsi.",0
anak semuda itu telah mampu mengontemplasikan bagaimana angka angka saling bereaksi dalam suatu operasi matematika,1
Kami berada di Jones Street Station.,0
Apa warna terbaru di musim ini?,0
Penerbangan Delta Airlines satu satu dua. Jam masuk pesawat tertunda.,0
mengingat kembali apa yang dikerjakan sejak bangun tidur hingga saat itu.,2
"Wow, terima kasih banyak.",1
Saya ingin memesan kamar untuk malam ini.,1
ada keterkaitan dan kerja sama usaha antara satu perusahaan dan perusahaan lainnya.,0
"nama teaternya adalah gathra athidira, berasal dari bahasa sansakerta, yang artinya ‘berani dan jujur’.",1
Dapatkah saya menyewa sepeda?,1
Kami sedang merencanakan pesta perpisahan untuk Anda.,0
"model praktikum ala pak ganjar kemudian ditiru oleh sma lain di seluruh jakarta, dan hingga kini pak ganjar masih aktif mengajar.",0
"Maaf, saya akan merawat anjingnya.",2
sejak kecil keluarga kami terbiasa berpindah-pindah tempat tinggal seiring pasang surut perekonomiankeluarga.,0
Saya tidak punya reservasi.,1
yang lebih istimewa orang yang mengajariku ini bahkan tidak mampu membeli buku teks wajib bahasa inggris,1
Tidak ada kamar kosong untuk kamar tunggal tetapi ada untuk kamar ganda.,1
Jam berapa pertunjukan dimulai?,0
di bawah keteduhan daunnya yang rindang kami bermain lompat kodok berlatih sandiwara romeo dan juliet tertawa menangis bernyanyi belajar dan bertengkar,2
ke mana semua kebajikan dan pelajaran aqidah setiap selasa?,0
Saya butuh sebuah taksi. Lokasi saya di Main Selatan dan Liberty.,0
Dimana saya dapat mengembangkan film saya?,0
ada orang yang memiliki kecerdasan sesaat kekuatan menghafal yang fotografis namun tanpa kemampuan analisis,2
Nama saya Ichiro Tanaka. Saya akan segera ke sana.,0
"Ya, ada satu kamar kosong. Ada berapa orang?",1
"Tolong, saya mau kursi di sebelah lorong.",0
"hp kamu mirip mas-mas rul, sindir mereka.",1
"Ini enam ratus dolar per bulan ditambah deposito satu bulan, dan biaya bulan lain untuk pembangunan",0
Silakan check-in setelah sembilan lewat sembilan pagi.,0
Saya mendengar Mr Yamada punya dua anak.,0
"kurang ajar betul, bu mus bersulit payah menahan emosinya.",1
Saya menyesal mereka sudah habis terjual.,0
"Pada yang Anda suka untuk makan malam, daging sapi atau ayam?",1
"Saya memesan kursi yang bebas asap rokok, tapi ini adalah kursi untuk perokok.",0
"meski begitu, saat menjalani pekerjaan, semua disusun dan dijalankan dengan amat sistematis.",0
"Maaf, saat ini dia keluar. Dapatkah Anda menelepon lagi nanti? Atau, akan saya minta dia menelepon Anda kembali?",0
Apakah Anda bisa berbicara dalam bahasa Jepang?,0
sebuah pertandingan penentu sangat menegangkan.,0
harry sudah tak takut sedikit pun kepada sepupunya,1
Silahkan datang kembali ke bus jam tiga.,0
bahkan lintang hanya bisa menampilkan dua buah lagu yaitu padamu negeri dan topi saya bundar,0
mungkin untuk samson atau sahara dari sahabat pena mereka di kuala tungkai.,0
"produksi sel darah merah oleh sumsung tulang tidak normal, kecil, dan mudah hancur.",1
bau hangus yang aku cium ternyata bau sendal lintang yang terbuat dari ban mobil yang susut karena dia terlalu jauh mengayuh sepeda,1
Saya meninggalkan tas saya di teatermu.,0
Dapatkah saya meminta beberapa (minuman) anggur merah?,1
keberadaan carrefour kemudian saya sinergikan dengan berbagai unit usaha lainnya.,1
sama seperti suatu suku terasing di sepahua amazon.,0
"anggotanya berasal dari semua mantan ketua umum, termasuk pak pak try dan bagyo (subagyo h.s.).",2
"Nah, itu sulit untuk memutuskan tanpa mengetahui isi film.",0
Kami menyediakan makan di mobil dan kedai kopi di kereta.,0
"seharusnya laporan keuangan saya susun, jumlah asetnya lebih besar dibandingkan dengan jumlah kewajiban perusahaannya.",0
meskipun tidak ada honornya tapi aku merasa terhormat menjadi seorang sekretaris sebuah organisasi.,1
"di tengah perbincangan tentang pengembangan perbankan syariah di indonesia yang kala itu hanya ada satu bank syariah, yaitu bank muamalat indonesia, di forum itu saya menyatakan, insya allah saya siap mengembangkan bank syariah kedua di indonesia.",0
"kemampuan dan pemahaman ini semakin terasah dengan masuknya berbagai pemikiran baru dari setiap tokoh yang sama temui, dimulai sejak awal sma tahun 1978 melalui lingkungan teater.",1
Saya bisa minta handuk mandi?,2
ingatan dan gelora lama harus dimunculkan kembali di hati semua alumnus.,0
"Tapi tentu saja, Pak. Ada banyak program publik di daerah ini. Anda akan harus membuat reservasi dan membayar sedikit biaya ijin. Maaf saya menanyakan tetapi apakah Anda dari Jepang?",0
"Terima kasih banyak. Saya ingin, tapi saya takut saya punya janji sebelumnya.",2
"penggalan liriknya adalah, we are the world, we are the children, we are the ones who make a brighter day so let’s start giving….",0
Saya ingin sebuah buku tata bahasa.,1
itu menjadi tolok ukur pertama dan utama dari seorang a.g. tanjung.,0
Ada yang salah dengan baterainya.,1
Saya ingin melakukan beberapa kegiatan amal.,1
“barangkali sebaiknya aku pulang saja melupakan keinginan sekolah dan mengikuti jejak abang dan para sepupuku menjadi kuli“,0
Saya tidak perlu apa-apa.,0
"atas hasil kerjanya, mas yan sama sekali tidak pernah meminta bayaran karena telah menganggap saya aebagai adiknya sendiri.",1
melihat anaknya demikian bergairah ia tersenyum bahagia,1
Apakah Anda ingin saya untuk memeriksa di bawah tenda?,0
"tidak hanya itu, ditampilkan juga tari saman yang diikuti oleh 600 orang.",2
Saya patah kaki.,0
"Sayangnya, dia sangat sibuk pada hari itu.",1
pak jusuf kalla sebagai wakil presiden waktu itu berkenan hadir dan meletakkan batu pertama.,0
bagiku bodenga adalah guru firasat dan semua hal yang berhubungan dengan perasaan pilu dan sedih,2
"Jaringan kereta yang lama ada kereta lokal, kereta semi ekspres, kereta ekspres dan kereta ekspres terbatas.",0
saat itu sebagian awam menganggap saya gila.,2
"suatu sore, ibu saya, ibu hamilah, yang di kalangan tetangga dekat biasa dipanggil mpok limah, asli dari cibadak, sukabumi, jawa barat, berkata terus terang bahwa untuk ongkos kuliah saya saja, ibu harus pontang-panting untuk mendapatkan uang.",0
aku mengenal reputasi laki laki liar ini,2
"dalam setiap kesempatan pertemuan, baik informal maupun acara reuni, saya selalu tekankan bahwa berbagai perubahan merupakan hasil kerja sama semua, bukan kerja satu orang saja.",1
dulu aku sering mengantar nenekku ke kantor pos untuk mengambil pensiun.,1
"mulai bisnis pada waktu kuliah di ui tingkat i, jawab saya kepada bang ical.",0
Apakah ada set televisi di kamar?,0
jabatan itu menyebalkan antara lain karena harus mengingatkan anggota kelas agar jangan berisik padahal diri sendiri tidak bisa diam,0
Jalur mana yang harus saya ikuti untuk pergi ke Central Park?,0
Saya baik-baik saja. Tapi maukah Anda menelepon teman saya?,1
setelah itu lega luar biasa.,1
"di dekat restoran kolong sejuk banyak toko, termasuk toko plastik.",2
Saya ingin memasukkan dalam koper ini.,0
menempati bangunan bersejarah dan prestasi sekolah tidak membanggakan.,1
Bagaimana saya menghubungi bagian informasi?,2
"masih ditahun yang sama, tempat tinggal keluarga telah saya pindahkan dari jaln batutulis 6/39d, kelurahan kebon kelapa, kecamatan gambir, jakarta pusat, kejalan h.",0
"saya ingin menjadikan carrefour sebagai alat untuk menyejahterakan petani, peternak, pedagang, dan konsumen yang merupakan sebagian besar dari rakyat indonesia.",0
benda di dalam rumah itu ada enam macam: beberapa helai tikar dan bantal sajadah dan al qur’an sebuah lemari kecil tungku dan alat alat dapur tumpukan cucian dan enam ekor kucing,0
tetapi tak ada kesenangan di dalam dirinya,1
"bambang yang berperawakan atletis karena ditempa akabri dan berlatih setiap hari selama tinggal di komplek paspamres, tanah abang ii, memilih tidur ranjang atas, dan saya di bawah badanmu sudah tambun rul.",2
"di tengah aktivitas rutin sehari-hari di ct corp, saya juga disibukkan dengan berbagai kegiatan ken serta rapat-rapat bersama presiden sby dalam siding kabinet atau kunjungan kenegaraan presiden ke luar negeri.",0
tapi tidak disangka sekian lama waktu berlalu rupanya kepala kalengnya cepat juga menangkap ilmu,2
saya sebagai pengusaha sungguh ingin bisa mengimplementasikan secara nyata ungkapan tersebut bagi kemaslahatan umat manusia.,0
"masih ingat iklan shalawat nabi yang ditayangkan di berbagai stasiun televisi dengan neon warisman sebagai bintang? lalu iklan joko, acong, sitorus? alhamdulillah, akhirnya bank mega menjadi bank yang dikenal kepeduliannya di republik ini.",0
"pada periode itu saya sering bertemu dan berdiskusi dengan ct, terutama saat bank mega mengadakan program indonesia berbagi yang bertujuan membantu masyarakat yang waktu itu kesulitan mendapatkan bahan pokok.",0
"mengingat keterbatasan dalam banyak hal terutama biaya, langkah apa pun sudah harus saya pertimbangkan dengan matang, termasuk setelah lulus sekolah menengah atas dan mulai akan menapaki bangku perguruan tinggi.",0
"harus berhenti karena sejak itu saya aktif di kir dki jaya (kelompok ilmiah remaja dki jaya), sementara mas yan sendiri memutuskan kembali ke sumedang.",0
Kereta berangkat kurang dari tiga puluh detik lagi.,0
"Jane, temanmu Susan di sini untuk menemuimu.",1
"sebab, meski kalah, mereka terbiasa nongkrong sebagai penonton dan pulang bersama-sama.",2
"Tolong, saya mau rambut keriting permanen ketat.",1
beberapa teman teater saat smp hingga hari ini masih merupakan teman.,2
Dapatkah Anda memberitahu saya kapan kereta akan mendekati Oxford? Saya takut saya mungkin akan melewatinya.,0
Dapatkah saya mengirim kotak ini ke Jepang?,0
Dapatkah Anda mendandani saya?,0
"Tolong tunjukkan saya satu ini, keempat dari kanan.",1
Berapa harga sarapan itu?,2
"tidak hanya menjadi aktivis, sambil kuliah saya juga berbisnis di kampus, sekaligus melakukan serangkaian kegiatan sosial lainnya.",0
Mereka semua brosur.,1
tangannya membekap dada seperti orang berdoa.,0
"saya berpikir, dia harus memulainya sendiri dari bawah agar mengetahui bagaimana rasanya membangun sebuah usaha dari nol dan menikmati alur prosesnya.",0
Saya pikir Anda menelpon nomor yang salah.,1
kenyataan bahwa beliau hanya memerlukan satu siswa lagi untuk memenuhi target itu menyebabkan pidato ini akan menjadi sesuatu yang menyakitkan hati,2
keluarga lintang berasal dari tanjong kelumpang desa nan jauh di pinggir laut,2
"di saat yang sama, hingga saat itu belum ada satu pun fasilitas khusus baik dari pemerintah maupun swasta yang memberikan pelayanan secara optimal.",0
Apakah Anda punya perangko peringatan?,0
Saya ingin mengirim kartu pos ini melalui pos udara.,0
pukul 12 sirine kembali berbunyi kali ini adalah sebagai tanda istirahat,0
"begini prof, kami mau menyumbang untuk anak-anak penderita talasemia.",1
Apakah kita mendapatkan di mana saja berbicara seperti ini?,0
"kami tidak menyalurkan bantuan itu langsung ke tangan perseorangan, melainkan melalui pola distribusi berbasis komunitas.",1
mereka memiliki kaitan emosi yang unik seperti persahabatan tupai dan kura-kura,1
gunung selumar tidak terlalu tinggi tapi puncaknya merupakan tempat tertinggi di belitong timur.,1
Saya ingin mengirim kartu pos ini melalui pos udara.,0
semua pemilik media kami ajak bekerja sama.,1
"mengapa dan ada apa di tahun 2025? begini, kita memiliki bonus demografi yang menyatakan bahwa jumlah usia produktif jauh lebih besar dibandingkan dengan yang tidak produktif.",2
Apakah Anda ingin krim dan gula dalam kopi Anda?,0
pengecualian dari sistem demikian orang orang pintar di jakarta menyebut kasus seperti ini,0
Dapatkah saya membuat janji untuk besok?,1
Apakah kita harus memakai jas dan dasi?,0
kami sudah mengantuk lelah lapar dan haus siang ini panas sekali,0
di amerika orang orang seperti ini khusus berkeliling dari satu negara bagian ke negara baigan lain untuk mencari pemain baseball potensial,0
Saya mengambil penerbangan nomor dua belas ke Tokyo.,2
pukul 2 siang sirine berdengung lagi memanggil mereka bekerja,0
Saya akan memberitahunya untuk menelepon Anda segera setelah ia kembali.,0
"di era saya, indra kartasasmita kemudian menjadi wakil ketua bidang pembinaan pbsi.",2
aku bangga dan merasa menjadi orang yang agak sedikit penting.,1
"di tengah-tengah usaha yang sedang saya jalani, pernah tebersit niat untuk menjadi dosen agar pengetahuan kedokteran gigi ini tidak lantas hilang begitu saja.",2
Dapatkah memesan kentang tumbuk tanpa saus?,0
beliau ingin bersikap seimbang maka beliau segera menyuruh kami menuliskan nama ketua kelas baru yang kami inginkan di selembar kertas melipatnya dan menyerahkannya kepada beliau,0
Apakah ada yang khusus untuk hari ini?,0
"dia yakin sekali surat ini pasti dari dumbledore, menjelaskan segalanya soal dementor, mrs figg, apa yang akan dilakukan kementerian, bagaimana dia, dumbledore,",0
"kala itu, awal tahun 1980, satu-satunya pertimbangan adalah universitas negeri.",1
"dari situ saya berpikir, kenapa tidak nama saya sendiri saja yang digunakan sebagai pengganti para.",0
"memasuki usia 9 bulan mulai gampang sakit, dan penanganan hanya oleh dokter umum.",2
Berapa mil yang mobil Anda telah tempuh?,1
Taksi?,1
"kami berusaha keras untuk tidak menggaruk-garuk, karna tekat kami untuk mengalahkan marching band pn.",1
banyak sekali alumnus yang hadir.,1
"harry berbaring di sana dalam keadaan seperti pingsan, tidak memikirkan apapun, terbenam dalam kesengsaraan.",1
"Tolong, beri saya shampoo dan tata seperti itu sekarang.",1
mengenai rencana membeli tambang tersebut ke pasar senen saya dengar saat diskusi.,0
"karena dianggap bertentangan dengan pak harto waktu itu, pak cacuk dilengserkan.",2
"indra kartasasmita, pengurus koni pusat, adalah orang yang pertama kali mendatangi saya di kantor dan meminta saya menjadi salah satu calon ketua umum pbsi.",0
"Tolong, saya mau rambut keriting permanen ketat.",1
"alhamdulillah, saya mampu melewati masa kritis dalam menjalankan industri televisi.",1
Saya punya gigi yang rusak.,0
Saya akan mengambil lima untuk ini.,1
Ini adalah ruang tiga satu tujuh. Dapatkah saya mendapat selimut lain?,0
"saya bisa saja berhenti bekerja keras dan menikmati hidup, agar sikap kerja saya yang disiplin, kerja keras, dan konsisten nisa menular kepada siapa pun.",1
Buatlah sedikit lebih murah.,1
Apakah ada snack bar di sini?,0
stasiun televisi itu harus menjadi nomor satu di indonesia.,2
tim thomas cup sendiri tidak perlu mengikuti seleksi di melbourne.,1
Semua penumpang tetap duduk.,1
tak ada tempat yang mau memberikan dia kesempatan untuk berekspresi.,1
Bisakah Anda membantu saya menemukan koper saya?,0
visi indonesia 2030 ditopang oleh empat pilar:,1
